Rk,Player,School,Conf,G,Att,Yds,Avg,TD,Rec,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
220,Devyn Ford,Penn State,Big Ten,6,67,274,4.1,3,7,24,3.4,0,74,298,4.0,3,devyn-ford-1
221,Tyler Shough*,Oregon,Pac-12,7,66,271,4.1,2,0,18,,0,66,289,4.4,2,tyler-shough-1
222,Drake Anderson*,Northwestern,Big Ten,7,62,256,4.1,2,4,28,7.0,0,66,284,4.3,2,drake-anderson-1
223,Max Gilliam,UNLV,MWC,6,61,248,4.1,2,0,0,,0,61,248,4.1,2,max-gilliam-1
224,David Bailey,Boston College,ACC,10,127,503,4.0,7,8,64,8.0,1,135,567,4.2,8,david-bailey-4
225,Kyle Porter*,Houston,American,7,105,424,4.0,4,16,95,5.9,1,121,519,4.3,5,kyle-porter-1
226,T.K. Wilkerson*,Tulsa,American,7,80,317,4.0,4,2,4,2.0,0,82,321,3.9,4,tk-wilkerson-1
227,Kellen Mond*,Texas A&M,SEC,10,74,294,4.0,4,0,0,,0,74,294,4.0,4,kellen-mond-1
228,Will Jones*,Ball State,MAC,6,69,276,4.0,2,2,11,5.5,0,71,287,4.0,2,will-jones-3
229,Jermaine Brown Jr.,UAB,CUSA,9,63,250,4.0,1,8,32,4.0,0,71,282,4.0,1,jermaine-brown-jr-1
230,Sam Noyer*,Colorado,Pac-12,6,52,208,4.0,5,0,0,,0,52,208,4.0,5,sam-noyer-1
231,Re'Mahn Davis,Temple,American,4,78,308,3.9,1,12,62,5.2,0,90,370,4.1,1,remahn-davis-1
232,Jordon Simmons,Michigan State,Big Ten,5,56,219,3.9,0,5,34,6.8,0,61,253,4.1,0,jordon-simmons-1
233,Kairee Robinson*,San Jose State,MWC,8,82,313,3.8,2,19,156,8.2,0,101,469,4.6,2,kairee-robinson-1
234,Rakeem Boyd,Arkansas,SEC,7,82,309,3.8,3,10,33,3.3,0,92,342,3.7,3,rakeem-boyd-2
235,B.J. Smith,Troy,Sun Belt,10,73,277,3.8,3,26,227,8.7,0,99,504,5.1,3,bj-smith-1
236,Erin Collins,Northern Illinois,MAC,6,50,192,3.8,4,2,3,1.5,0,52,195,3.8,4,erin-collins-2
237,Stephen Carr,USC,Pac-12,6,46,176,3.8,2,10,64,6.4,0,56,240,4.3,2,stephen-carr-2
238,Jamale Carothers,Navy,American,10,97,358,3.7,2,4,103,25.8,1,101,461,4.6,3,jamale-carothers-2
239,Tahj Brooks,Texas Tech,Big 12,10,69,255,3.7,4,13,61,4.7,0,82,316,3.9,4,tahj-brooks-1
240,Mulbah Car*,Houston,American,7,52,192,3.7,2,6,32,5.3,0,58,224,3.9,2,mulbah-car-1
241,Markese Stepp,USC,Pac-12,5,45,165,3.7,3,3,28,9.3,0,48,193,4.0,3,markese-stepp-1
242,Bryson Denley,Bowling Green State,MAC,5,39,146,3.7,0,0,0,,0,39,146,3.7,0,bryson-denley-1
243,Todd Centeio,Colorado State,MWC,3,25,92,3.7,0,0,0,,0,25,92,3.7,0,todd-centeio-1
244,Stevie Scott*,Indiana,Big Ten,8,156,561,3.6,10,13,86,6.6,0,169,647,3.8,10,stevie-scott-1
245,Bo Nix*,Auburn,SEC,11,108,388,3.6,7,0,0,,0,108,388,3.6,7,bo-nix-1
246,Josh Johnson,Louisiana-Monroe,Sun Belt,8,88,321,3.6,4,17,54,3.2,1,105,375,3.6,5,josh-johnson-8
247,Harry Trotter,Kansas State,Big 12,9,72,260,3.6,3,8,34,4.3,0,80,294,3.7,3,harry-trotter-1
248,Nakia Watson*,Wisconsin,Big Ten,6,53,191,3.6,3,0,0,,0,53,191,3.6,3,nakia-watson-1
249,Zac Thomas*,Appalachian State,Sun Belt,12,90,312,3.5,2,0,0,,0,90,312,3.5,2,zac-thomas-2
250,Clayton Tune*,Houston,American,8,72,253,3.5,5,1,21,21.0,0,73,274,3.8,5,clayton-tune-1
251,Khalan Griffin,Rice,CUSA,5,72,249,3.5,0,3,45,15.0,0,75,294,3.9,0,khalan-griffin-1
252,Asher O'Hara,Middle Tennessee State,CUSA,9,175,601,3.4,7,1,6,6.0,0,176,607,3.4,7,asher-ohara-1
253,Andrew Van Buren,Boise State,MWC,7,111,382,3.4,8,15,93,6.2,0,126,475,3.8,8,andrew-van-buren-1
254,Sean Clifford,Penn State,Big Ten,9,99,335,3.4,3,0,0,,0,99,335,3.4,3,sean-clifford-1
255,Justin Henderson*,Louisiana Tech,CUSA,7,75,252,3.4,2,9,37,4.1,0,84,289,3.4,2,justin-henderson-2
256,Sam Ehlinger*,Texas,Big 12,10,113,377,3.3,8,0,0,,0,113,377,3.3,8,sam-ehlinger-1
257,Jake Bentley,Utah,Pac-12,5,34,113,3.3,1,0,0,,0,34,113,3.3,1,jake-bentley-2
258,Kevin Davis,Miami (OH),MAC,3,22,73,3.3,0,5,57,11.4,0,27,130,4.8,0,kevin-davis-8
259,Tyrrell Pigrome*,Western Kentucky,CUSA,11,105,337,3.2,4,0,0,,0,105,337,3.2,4,tyrrell-pigrome-1
260,Travis Levy,Boston College,ACC,10,99,321,3.2,0,35,285,8.1,0,134,606,4.5,0,travis-levy-1
261,Will Levis,Penn State,Big Ten,8,82,260,3.2,3,0,0,,0,82,260,3.2,3,will-levis-1
262,Cornelious Brown*,Georgia State,Sun Belt,10,98,301,3.1,7,0,0,,0,98,301,3.1,7,cornelious-brown-1
263,Sandon McCoy*,Army,Ind,11,86,268,3.1,10,1,-4,-4.0,0,87,264,3.0,10,sandon-mccoy-1
264,Joshua Fields,UTEP,CUSA,8,67,211,3.1,1,2,12,6.0,0,69,223,3.2,1,joshua-fields-1
265,Connor Heyward,Michigan State,Big Ten,7,65,200,3.1,0,18,71,3.9,2,83,271,3.3,2,connor-heyward-1
266,Peyton Ramsey*,Northwestern,Big Ten,9,84,247,2.9,3,0,0,,0,84,247,2.9,3,peyton-ramsey-1
267,Isaiah Bowser*,Northwestern,Big Ten,7,78,230,2.9,1,8,52,6.5,1,86,282,3.3,2,isaiah-bowser-1
268,Joe Milton,Michigan,Big Ten,6,38,109,2.9,1,0,0,,0,38,109,2.9,1,joe-milton-2
269,Noah Vedral,Rutgers,Big Ten,7,68,193,2.8,1,0,-9,,0,68,184,2.7,1,noah-vedral-1
270,Spencer Sanders*,Oklahoma State,Big 12,9,101,269,2.7,2,1,1,1.0,0,102,270,2.6,2,spencer-sanders-1
271,Ellis Merriweather,Massachusetts,Ind,4,42,115,2.7,0,1,4,4.0,0,43,119,2.8,0,ellis-merriweather-1
272,Marcus McElroy,Colorado State,MWC,4,41,110,2.7,3,1,12,12.0,0,42,122,2.9,3,marcus-mcelroy-1
273,Dillon Gabriel*,UCF,American,10,72,169,2.3,2,0,0,,0,72,169,2.3,2,dillon-gabriel-1
274,Preston Hutchinson,Eastern Michigan,MAC,6,87,192,2.2,8,0,0,,0,87,192,2.2,8,preston-hutchinson-1
275,Michael Pratt*,Tulane,American,10,115,229,2.0,8,0,0,,0,115,229,2.0,8,michael-pratt-1
276,Spencer Rattler*,Oklahoma,Big 12,11,81,160,2.0,6,0,0,,0,81,160,2.0,6,spencer-rattler-1
277,Nick Tronti*,Florida Atlantic,CUSA,9,70,139,2.0,2,0,0,,0,70,139,2.0,2,nick-tronti-1
278,Feleipe Franks,Arkansas,SEC,10,105,204,1.9,1,0,0,,0,105,204,1.9,1,feleipe-franks-1
279,Phil Jurkovec,Boston College,ACC,10,77,150,1.9,3,0,0,,0,77,150,1.9,3,phil-jurkovec-1
280,Chase Garbers,California,Pac-12,4,39,75,1.9,2,0,0,,0,39,75,1.9,2,chase-garbers-1
281,Kenny Pickett,Pitt,ACC,9,81,145,1.8,8,0,0,,0,81,145,1.8,8,kenny-pickett-1
282,Levi Williams,Wyoming,MWC,6,56,100,1.8,6,0,0,,0,56,100,1.8,6,levi-williams-1
283,Sam Howell*,North Carolina,ACC,12,92,146,1.6,5,1,1,1.0,1,93,147,1.6,6,sam-howell-1
284,Charlie Brewer,Baylor,Big 12,9,107,154,1.4,4,0,0,,0,107,154,1.4,4,charlie-brewer-1
285,Jordan McCloud,South Florida,American,8,62,74,1.2,1,1,18,18.0,0,63,92,1.5,1,jordan-mccloud-1
286,Jayden De Laura,Washington State,Pac-12,4,28,34,1.2,2,0,0,,0,28,34,1.2,2,jayden-de-laura-1
287,Chase Brice,Duke,ACC,11,91,93,1.0,1,0,0,,0,91,93,1.0,1,chase-brice-1
288,Dalen Morris,Navy,American,9,68,46,0.7,2,1,7,7.0,0,69,53,0.8,2,dalen-morris-1
289,Dalen Morris,Navy,American,9,68,46,0.7,2,1,7,7.0,0,69,53,0.8,2,dalen-morris-2
290,Chris Reynolds,Charlotte,CUSA,6,50,36,0.7,0,1,18,18.0,1,51,54,1.1,1,chris-reynolds-1
291,Drew Plitt*,Ball State,MAC,8,80,49,0.6,4,0,0,,0,80,49,0.6,4,drew-plitt-1
292,Jalon Daniels,Kansas,Big 12,7,73,20,0.3,3,0,0,,0,73,20,0.3,3,jalon-daniels-1
293,Jake Haener,Fresno State,MWC,6,57,18,0.3,3,0,0,,0,57,18,0.3,3,jake-haener-1
294,Desmond Trotter,South Alabama,Sun Belt,10,84,3,0.0,2,0,0,,0,84,3,0.0,2,desmond-trotter-1
295,Sam Hartman*,Wake Forest,ACC,9,63,-1,0.0,2,0,0,,0,63,-1,0.0,2,sam-hartman-1
296,Zach Gibson,Akron,MAC,6,48,-44,-0.9,0,0,0,,0,48,-44,-0.9,0,zach-gibson-1
