Rk,Player,School,Conf,G,Att,Yds,Avg,TD,Rec,Yds,Avg,TD,Plays,Yds,Avg,TD,-9999
217,King Doerue*,Purdue,Big Ten,12,135,533,3.9,2,20,156,7.8,0,155,689,4.4,2,king-doerue-1
218,Adrian Martinez,Nebraska,Big Ten,11,133,525,3.9,13,0,0,,0,133,525,3.9,13,adrian-martinez-2
219,Tyhier Tyler*,Army,Ind,12,128,494,3.9,7,0,0,,0,128,494,3.9,7,tyhier-tyler-1
220,Sean McGrew,Washington,Pac-12,8,110,434,3.9,8,8,51,6.4,0,118,485,4.1,8,sean-mcgrew-1
221,Jo'quavious Marks*,Mississippi State,SEC,13,106,416,3.9,6,83,502,6.0,3,189,918,4.9,9,joquavious-marks-1
222,B.J. Smith,Troy,Sun Belt,11,95,372,3.9,4,21,147,7.0,0,116,519,4.5,4,bj-smith-1
223,Devonte Lee*,Nevada,MWC,13,85,331,3.9,5,19,98,5.2,1,104,429,4.1,6,devonte-lee-1
224,O'Shaan Allison,Ohio,MAC,10,82,317,3.9,0,20,157,7.9,1,102,474,4.6,1,oshaan-allison-1
225,Justin Lynch,Temple,American,11,75,295,3.9,1,0,0,,0,75,295,3.9,1,justin-lynch-1
226,David Bailey,Colorado State,MWC,11,197,752,3.8,9,15,134,8.9,2,212,886,4.2,11,david-bailey-4
227,Deion Hankins*,UTEP,CUSA,11,121,458,3.8,6,4,24,6.0,0,125,482,3.9,6,deion-hankins-1
228,Darius Boone Jr.*,Eastern Michigan,MAC,13,120,451,3.8,6,5,77,15.4,0,125,528,4.2,6,darius-boone-jr-1
229,Kevin Marks,Buffalo,MAC,10,108,414,3.8,5,8,25,3.1,0,116,439,3.8,5,kevin-marks-1
230,James Harris II,Navy,American,12,99,373,3.8,2,0,0,,0,99,373,3.8,2,james-harris-ll-1
231,Bryan Hill,South Alabama,Sun Belt,10,88,332,3.8,3,5,30,6.0,0,93,362,3.9,3,bryan-hill-2
232,Samson Evans*,Eastern Michigan,MAC,12,83,316,3.8,13,19,107,5.6,0,102,423,4.1,13,samson-evans-1
233,Hendon Hooker*,Tennessee,SEC,13,166,616,3.7,5,0,0,,0,166,616,3.7,5,hendon-hooker-1
234,Terrion Avery,South Alabama,Sun Belt,12,138,508,3.7,1,18,93,5.2,3,156,601,3.9,4,terrion-avery-1
235,Andrew Henry,Louisiana-Monroe,Sun Belt,11,131,482,3.7,4,14,88,6.3,1,145,570,3.9,5,andrew-henry-2
236,Jordan Myers,Rice,CUSA,11,92,338,3.7,8,27,278,10.3,1,119,616,5.2,9,jordan-myers-1
237,Edward Saydee,Temple,American,11,87,321,3.7,3,14,135,9.6,0,101,456,4.5,3,edward-saydee-1
238,Jakobi Buchanan*,Army,Ind,14,157,572,3.6,13,0,0,,0,157,572,3.6,13,jakobi-buchanan-1
239,Rocko Griffin,Vanderbilt,SEC,11,145,517,3.6,4,10,41,4.1,0,155,558,3.6,4,rocko-griffin-1
240,A'Jon Vivens,Colorado State,MWC,9,90,324,3.6,0,10,73,7.3,0,100,397,4.0,0,ajon-vivens-1
241,Will Jones*,Ball State,MAC,13,88,314,3.6,3,16,131,8.2,0,104,445,4.3,3,will-jones-3
242,Cameron Davis,Washington,Pac-12,12,85,308,3.6,2,14,115,8.2,0,99,423,4.3,2,cameron-davis-3
243,Rahjai Harris,East Carolina,American,12,165,583,3.5,4,24,162,6.8,1,189,745,3.9,5,rahjai-harris-1
244,Khalan Griffin,Rice,CUSA,12,114,400,3.5,2,1,20,20.0,0,115,420,3.7,2,khalan-griffin-1
245,Austin Jones,Stanford,Pac-12,11,107,378,3.5,2,32,267,8.3,1,139,645,4.6,3,austin-jones-6
246,Will Levis*,Kentucky,SEC,13,107,376,3.5,9,1,15,15.0,0,108,391,3.6,9,will-levis-1
247,Cyrus Habibi-Likio,Boise State,MWC,11,107,374,3.5,2,23,213,9.3,0,130,587,4.5,2,cyrus-habibi-likio-1
248,Alexander Horvath*,Purdue,Big Ten,8,91,320,3.5,3,17,108,6.4,0,108,428,4.0,3,alexander-horvath-1
249,Todd Centeio,Colorado State,MWC,12,131,439,3.4,2,1,12,12.0,0,132,451,3.4,2,todd-centeio-1
250,Max Duggan,TCU,Big 12,10,105,352,3.4,3,0,0,,0,105,352,3.4,3,max-duggan-1
251,Levi Lewis*,Louisiana,Sun Belt,14,100,343,3.4,5,0,0,,0,100,343,3.4,5,levi-lewis-1
252,Alex Fontenot,Colorado,Pac-12,12,96,326,3.4,5,13,80,6.2,1,109,406,3.7,6,alex-fontenot-1
253,Kareem Walker,South Alabama,Sun Belt,8,86,295,3.4,4,12,43,3.6,1,98,338,3.4,5,kareem-walker-1
254,Desmond Ridder*,Cincinnati,American,14,110,365,3.3,6,2,8,4.0,2,112,373,3.3,8,desmond-ridder-1
255,Noah Cain*,Penn State,Big Ten,13,106,350,3.3,4,19,114,6.0,0,125,464,3.7,4,noah-cain-1
256,Michael Wiley,Arizona,Pac-12,11,91,302,3.3,2,33,297,9.0,4,124,599,4.8,6,michael-wiley-3
257,Demarcus Irons Jr.,Akron,MAC,8,91,296,3.3,2,0,0,,0,91,296,3.3,2,demarcus-irons-jr-1
258,Sam Hartman*,Wake Forest,ACC,14,117,363,3.1,11,1,3,3.0,0,118,366,3.1,11,sam-hartman-1
259,Grayson McCall*,Coastal Carolina,Sun Belt,11,93,290,3.1,4,0,0,,0,93,290,3.1,4,grayson-mccall-1
260,Kevin Mensah,Connecticut,Ind,12,104,314,3.0,0,12,55,4.6,0,116,369,3.2,0,kevin-mensah-1
261,Chevan Cordeiro,Hawaii,MWC,11,116,342,2.9,3,0,0,,0,116,342,2.9,3,chevan-cordeiro-1
262,D.J. Uiagalelei*,Clemson,ACC,13,105,308,2.9,4,0,0,,0,105,308,2.9,4,dj-uiagalelei-1
263,Noah Vedral*,Rutgers,Big Ten,13,102,297,2.9,2,0,0,,0,102,297,2.9,2,noah-vedral-1
264,Brock Purdy*,Iowa State,Big 12,13,85,238,2.8,1,0,0,,0,85,238,2.8,1,brock-purdy-1
265,Chandler Rogers,Louisiana-Monroe,Sun Belt,12,139,367,2.6,1,0,0,,0,139,367,2.6,1,chandler-rogers-3
266,Brennan Armstrong,Virginia,ACC,11,98,251,2.6,9,1,18,18.0,1,99,269,2.7,10,brennan-armstrong-1
267,Kenny Pickett*,Pitt,ACC,13,97,241,2.5,5,0,0,,0,97,241,2.5,5,kenny-pickett-1
268,Justin Tomlin,Georgia Southern,Sun Belt,8,80,195,2.4,2,0,0,,0,80,195,2.4,2,justin-tomlin-1
269,Tai Lavatai,Navy,American,10,170,371,2.2,7,0,0,,0,170,371,2.2,7,tai-lavatai-1
270,Payton Thorne*,Michigan State,Big Ten,13,82,181,2.2,4,1,15,15.0,0,83,196,2.4,4,payton-thorne-1
271,Timmy Mcclain,South Florida,American,11,123,238,1.9,4,0,0,,0,123,238,1.9,4,timmy-mcclain-1
272,Brendon Lewis,Colorado,Pac-12,12,98,188,1.9,2,0,0,,0,98,188,1.9,2,brendon-lewis-1
273,Chris Reynolds,Charlotte,CUSA,11,86,164,1.9,4,0,0,,0,86,164,1.9,4,chris-reynolds-1
274,Holton Ahlers,East Carolina,American,12,116,204,1.8,6,2,27,13.5,1,118,231,2.0,7,holton-ahlers-1
275,Gunnar Holmberg,Duke,ACC,11,88,161,1.8,6,0,0,,0,88,161,1.8,6,gunnar-holmberg-1
276,Seth Henigan,Memphis,American,11,80,147,1.8,0,1,8,8.0,0,81,155,1.9,0,seth-henigan-1
277,Brady McBride,Texas State,Sun Belt,7,77,141,1.8,1,0,0,,0,77,141,1.8,1,brady-mcbride-1
278,Sean Clifford*,Penn State,Big Ten,13,99,163,1.6,2,0,0,,0,99,163,1.6,2,sean-clifford-1
279,Clayton Tune*,Houston,American,14,105,154,1.5,2,0,0,,0,105,154,1.5,2,clayton-tune-1
280,Michael Pratt,Tulane,American,12,105,152,1.4,5,0,0,,0,105,152,1.4,5,michael-pratt-1
281,N'Kosi Perry,Florida Atlantic,CUSA,12,107,148,1.4,4,1,20,20.0,1,108,168,1.6,5,nkosi-perry-1
282,Jonah Johnson,New Mexico State,Ind,11,130,158,1.2,4,0,0,,0,130,158,1.2,4,jonah-johnson-1
283,Kaleb Eleby*,Western Michigan,MAC,13,87,64,0.7,6,0,0,,1,87,64,0.7,7,kaleb-eleby-1
284,Dylan Hopkins*,UAB,CUSA,13,85,19,0.2,5,0,0,,0,85,19,0.2,5,dylan-hopkins-1
285,Matt McDonald,Bowling Green State,MAC,12,80,13,0.2,4,0,0,,0,80,13,0.2,4,matt-mcdonald-1
286,Ben Bryant*,Eastern Michigan,MAC,13,87,-43,-0.5,2,0,0,,0,87,-43,-0.5,2,ben-bryant-1
